,parent_company_name,total_air_pollutants_kg
7569,SOUTHERN ALUMINUM FINISHING,5713.898424
7570,SOUTHERN CAST PRODUCTS INC,1340.4006473599998
7571,SOUTHERN CHEMICAL & TEXTILES INC,453.592
7572,SOUTHERN CO,1240686.2951563378
7573,SOUTHERN CO CO-OWNED,153086.5748573021
7574,SOUTHERN COUNTIES OIL CO LP D B A SC FUELS,2658.956304
7575,SOUTHERN GALVANIZING CO,366.86067368
7576,SOUTHERN HENS INC,3524.4098400000003
7577,SOUTHERN ILLINOIS POWER COOPERATIVE,58648.54012445426
7578,SOUTHERN ILLINOIS STORM SHELTERS,4036.8780815999994
7579,SOUTHERN IONICS INC,510.6538736
7580,SOUTHERN LUMBER & TREATING CO INC,0.0
7581,SOUTHERN MILLS DBA TENCATE PROECTIVE FABRICS,113.398
7582,SOUTHERN MINNESOTA BEET SUGAR COOPERATIVE,108643.06127183055
7583,SOUTHERN RESIN,96.615096
7584,SOUTHERN STATES COOP INC,5053.01488
7585,SOUTHERN STATES LLC,6.8265595999999995
7586,SOUTHERN TOOL INC,346.99788
7587,SOUTHERN WOOD CHIPS INC,0.0
7588,SOUTHPORT YACHTS LLC,2638.998256
7589,SOUTHWEST CHEESE LLC,5584.624704
7590,SOUTHWEST DISTRIBUTING CO,4.53592
7591,SOUTHWEST GALVANIZING INC,150.81934
7592,SOUTHWEST IOWA RENEWABLE ENERGY,5856.516820639999
7593,SOUTHWEST SHIPYARD LP,7103.5228752
7594,SOUTHWESTERN CREATIONS LLC,0.0
7595,SOUTHWESTERN PLATING CO,17.690088
7596,SOUTHWESTERN WIRE INC,251.92499679999997
7597,SOUTHWIN LTD,2743.7780079999998
7598,SOUTHWIRE CO,4233.829658351474
7599,SPA MANUFACTURE INC,4039.690352
7600,SPACE EXPLORATION TECHNOLOGIES,90.19676919999999
7601,SPACEAGE SYNTHETICS LTD,0.0
7602,SPAIN HOLDINGS LLC,0.0
7603,SPANCRETE INDUSTRIES INC,3100.754912
7604,SPANISH TRAIL LUMBER CO LLC,5.878552320000001
7605,SPANSION LLC,697.170904
7606,SPARTAN CHEMICAL CO INC,61.23492
7607,SPARTAN LIGHT METAL PRODUCTS INC,53.31520368
7608,SPARTAN MOTORS INC,992.459296
7609,SPARTECH  LLC,0.0028122703999999997
7610,SPARTECH LLC,3434.4802364879993
7611,SPARTON CORP,0.0
7612,SPEARS MANUFACTURING CO,0.0
7613,SPECGX LLC,10081.109415519999
7614,SPECIAL LITE INC,2077.45136
7615,SPECIAL-LITE INC,0.26308336
7616,SPECIALTY CHEMICAL SYSTEMS INC,0.0
7617,SPECIALTY COMPOSITES GROUP LTD,6715.42956
7618,SPECIALTY FABRICATION & POWDER COATING LLC,124.28420799999999
7619,SPECIALTY GRANULES INC,0.0
7620,SPECIALTY MATERIALS INC,328.400608
7621,SPECIALTY POLYMERS INC,10701.9544390392
7622,SPECIALTY PRODUCTS GROUP,70.760352
7623,SPECIALTY RING PRODUCTS INC,0.0
7624,SPECIALTY SCREW CORP,0.0
7625,SPECIALTY STEEL TREATING INC,1646.53896
7626,SPECIALTY STEEL WORKS,175.54010399999999
7627,SPECIALTY STEEL WORKS INC,15.87572
7628,SPECIALTY TAPES LLC,1276.5348937600002
7629,SPECIFIED AIR SOLUTIONS HOLDINGS LLC,113.398
7630,SPECTRA COLORANTS,0.2721552
7631,SPECTRA-TECH MANUFACTURING INC,0.093461270824
7632,SPECTRO ALLOYS CORP,7801.624363285532
7633,SPECTRUM BRANDS INC,248.4686711192
7634,SPECTRUM INDUSTRIES,325.225464
7635,SPECTRUM LABORATORY PRODUCTS,0.0
7636,SPECTRUM METAL FINISHING,1418.382184
7637,SPECTRUM PLATING CO,0.0
7638,SPECTRUM THERMAL PROCESSING LLC,0.0
7639,SPELL CAPITAL PARNERS FUND IV LP,87.16722823199999
7640,SPELLMAN HIGH VOLTAGE ELECTRON ICS,0.0907184
7641,SPERRY & RICE MANUFACTURING CO LLC,0.2721552
7642,SPEYSIDE EQUITY FUND 1 LP,17.5993696
7643,SPG INTERNATIONAL LLC BR #X032 UNIVERSAL BRAND,0.0
7644,SPINCO METAL PRODUCTS INC,0.0
7645,SPIRIT AEROSYSTEMS HOLDINGS INC,226780.12428000002
7646,SPM FLOW CONTROL INC D/B/A WEIR SPM,0.07711064000000001
7647,SPOETZL BREWERY INC,0.0
7648,SPOKANE GALVANIZING,0.0
7649,SPOKANE INDUSTRIES,320.81201384
7650,SPORTSMAN BOAT MANUFACTURING INC,67911.79424
7651,SPRAGUE RESOURCES LP,5485.90925477992
7652,SPRAYING SYSTEMS CO 130130,0.0
7653,SPRINGFIELD READY MIX CO,2.45846864
7654,SPRINGFIELD REMANUFACTURING CORP,0.0
7655,SPRINGS INDUSTRIES INC,7192.921776072
7656,SPUNSTRAND INC,10157.285656
7657,SPX CORP,1016.84893784
7658,SPX FLOW CORP,23.3382609432
7659,SPX FLOW INC,0.18715205919999997
7660,SPX FLOW US LLC,18.597271999999997
7661,SR SMITH LLC,16039.920304
7662,SRC HOLDINGS INC,0.006350288
7663,SRM INC,0.0
7664,SRT INVESTMENTS LLC DBA SRT ALUMINUM,0.0
7665,SRT SALES & SERVICE,291.20606399999997
7666,SSAB ENTERPRISES LLC,15829.169133258061
7667,SSI PETROLEUM LLC,0.0
7668,SSI SINTERED SPECIALTIES LLC,0.0
7669,SSPI HOLDINGS INC,113.398
7670,SSS MANAGEMENT CORP,3234.564552
7671,SSW HOLDING CO INC,0.0
7672,ST ENGINEERING N.A. INC.,723.4928477599999
7673,ST JUDE MEDICAL INC,2.26796
7674,ST LAWRENCE ZINC CO BALMAT 4 MINE & MILL,9429.270496000001
7675,ST LOUIS MARBLE CO,2466.633296
7676,ST LOUIS SCREW & BOLT,0.0
7677,ST MARY'S CEMENT INC,11.77978424
7678,ST MARYS CEMENT US LLC,38251.51477700235
7679,ST MARYS FOUNDRY INC,148.21345395999998
7680,ST MARYS PRESSED METALS INC,0.0
7681,ST PAPER LLC,0.0
7682,ST PAUL BRASS FOUNDRY CO,115.66596
7683,STABILIT AMERICA INC,18648.527896
7684,STABOND CORP,87.93788104000001
7685,STACK METALLURGICAL SERVICES,0.0
7686,STAINLESS FABRICATION INC,340.19399999999996
7687,STAINLESS FOUNDRY & ENGINEERING INC,91.4441472
7688,STALCOP LLC,4970.461136
7689,STAMPED PRODUCTS INC,1.360776
7690,STANADYNE PARENT HOLDINGS INC,0.0
7691,STANCHEM INC,430.14582952
7692,STANDARD AERO INC,386.006792
7693,STANDARD INDUSTRIES,0.0
7694,STANDARD INDUSTRIES HOLDINGS INC,808.7041872879997
7695,STANDARD INDUSTRIES INC,0.49074118479999995
7696,STANDARD IRON & WIRE WORKS INC,0.0
7697,STANDARD MOTOR PRODUCTS INC,116.15583936
7698,STANDARD NUTRITION CO,0.0
7699,STANDARD PAINTS INC,569.2579599999999
7700,STANDARD PRINTED CIRCUITS INC,0.0
7701,STANDARD STEEL LLC,1545.841536
7702,STANDARDAERO AVIATION HOLDINGS INC,435.65697232
7703,STANDARDAERO SAN ANTONIO INC,14.514944
7704,STANDEX INTERNATIONAL CORP,27.986626400000002
7705,STANDRIDGE COLOR CORP,0.0
7706,STANLEY BLACK & DECKER,19784.88018216
7707,STANLEY BLACK & DECKER INC.,13.834646718399998
7708,STANLEY ELECTRIC HOLDING OF AMERICA INC,1329.4781520000001
7709,STANT USA,0.0
7710,STAR FOUNDRY & MACHINE,0.0
7711,STAR HOLDINGS INC,105.14262559999999
7712,STAR IRON WORKS INC,2.26796
7713,STAR OF THE WEST MILLING CO,0.0
7714,STAR PIPE PRODUCTS,0.0
7715,STARKIST CO,1886.1716136
7716,STARLIGHT RELATIVITY ACQUISITION CO LLC,5387.4482616000005
7717,STARLINE INC,0.0
7718,STARLITE TRAILERS MFG INC,7.257472
7719,STARPET INC,12897.88852
7720,STATE INDUSTRIAL PRODUCTS,291.20606399999997
7721,STATE METAL INDUSTRIES INC,130.667493457224
7722,"STATE OF THE ART,INC",0.0
7723,STATEMENT MARINE LLC,2256.6202
7724,STATESVILLE BRICK CO,0.0
7725,STATLAB MEDICAL PRODUCTS (SLMP LLC),70.31692046079999
7726,STAUFFER PIPE SERVICES,30.068613680000002
7727,STEEL & O'BRIEN MANUFACTURING INC,1758.122592
7728,STEEL COATINGS INC,5087.487872
7729,STEEL CRAFT CORP OF WI,2.26796
7730,STEEL DUST RECYCLING LLC,10494.304512
7731,STEEL DYNAMICS INC,88045.83971578212
7732,STEEL FABRICATORS OF MONROE LLC,18.14368
7733,STEEL KING INDUSTRIES INC,4906.121832352001
7734,STEEL MANAGEMENT SYSTEMS LLC,22017.35568
7735,STEEL OF WEST VIRGINIA INC,18.1890392
7736,STEEL PARTNERS,1907.35436
7737,STEEL PARTNERS HOLDINGS LP,2007.65715896
7738,STEEL WAREHOUSE CO LLC,9.507288319999999
7739,STEEL WAREHOUSE OF OHIO LLC,1.360776
7740,STEELE PLASTICS INC,9162.5584
7741,STEELFAB INC,16695.0076906668
7742,STEELFAB INC - TEXAS DIV,300.7259168184
7743,STEELTECH LTD,0.0
7744,STEINKAMP WAREHOUSE INC (DBA SOUTHERN INDIANA TREATING),0.0
7745,STEINWAY MUSICAL INSTRUMENTS INC,9.752228
7746,STELLA-JONES US HOLDING CORP,40022.195898449136
7747,STELLAR INDUSTRIES INC,15.5582056
7748,STEPAN CO,229651.49318167998
7749,STEPHEN'S PIPE & STEEL INC,646.5953959999999
7750,STERI-TECH INC,0.0
7751,STERICYCLE,23.2239104
7752,STERIS CORP,122.46984
7753,STERLING CONCRETE CORP,0.0
7754,STERLING CUSTOM SHEET METAL,0.0
7755,STERLING ETHANOL LLC,2884.84512
7756,STERLING INTERMEDIATE HOLDCO INC.,37.194544
7757,STERLING MACHINERY CO,201.39484799999997
7758,STERLING PLATING INC,36.28736
7759,STERLING SINTERED TECHNOLOGIES INC,0.0
7760,STERLING SITE ACCESS SOLUTIONS LLC.,2.26796
7761,STERNOCANDLELAMP,4626.6384
7762,STERNOCANDLELAMP CO LLC,0.0
7763,STEUBEN FOODS INC,2.26796
7764,STEWART EFI LLC,0.0
7765,STEWART FILMSCREEN CORP,26.308336
7766,STEWART'S,0.0
7767,STI HOLDINGS INC,680.3882267959999
7768,STI POLYMER INC,1062.61637064
7769,STIHL INC,5219.936736
7770,STILLWATER MINING CO,840.915569576
7771,STIMPSON CO INC,0.0
7772,STIMSON LUMBER CO,33.5204488
7773,STINGRAY BOATS,22046.83916
7774,STM INC,292402.63969599997
7775,STO AG,0.0
7776,STOCK EQUIPMENT CO,0.0
7777,STOCKMEIER URETHANES USA INC,2.50836376
7778,STOLLE MACHINERY CO,0.0
7779,STOLLER CORPORATE OFFICE,0.0
7780,STOLLER ENTERPRISES INC,115.66596
7781,STONEPEAK CERAMICS INC,0.0
7782,STONEPEAK INFRASTRUCTURE FUND II (AIV) LP,7.8925008
7783,STONERIDGE INC,0.0
7784,STORM POWER COMPONENTS,226.90939799999998
7785,STOUSE LLC,9.525432
7786,STRAHMAN VALVES INC,216.363384
7787,STRAITS WOOD TREATING,0.0
7788,STRAND COMPOSITES LLC,20079.157064
7789,STRATA CORP,0.07359167326400001
7790,STRATFORD METAL FINISHING INC,0.0
7791,STRATTEC SECURITY CORP,9.07184
7792,STRAUMANN MANUFACTURING INC,2100.584552
7793,STREAMLINE CIRCUITS,115.66596
7794,STRICK TRAILERS LLC,0.000453592
7795,STRONGWELL CORP,47347.1122992
7796,STRUCTURAL STEEL OF CAROLINA,3081.7040480000005
7797,STRUCTURAL STEEL SERVICES INC,3628.736
7798,STRUCTURAL TECHNOLOGIES LLC,0.0
7799,STRUKTOL CO OF AMERICA,578.3298
7800,STRYKER CORP,50.348712000000006
7801,STULLER INC,2.26796
7802,STUPP BROTHERS INC,459.50230376
7803,STURDY CORP,0.0
7804,STURM RUGER & CO INC,3.4060676871999997
7805,STX BEEF CO LLC,9099.05552
7806,STYLE CREST ENTERPRISES INC,4143.8426501864005
7807,STYLMARK INC,1243.295672
7808,SUB ZERO FREEZER CO INC,5.2389876
7809,SUBARU CORP,282169.15058400005
7810,SUBCOM CABLE SYSTEMS LLC,0.98429464
7811,SUEZ TREATMENT SOLUTIONS INC,4153.9955359999985
7812,SUEZ WTS USA INC.,3768.4423359999996
7813,SUFFERN PLATING CORP,0.0
7814,SUGAR CAMP ENERGY,0.82100152
7815,SUGAR CANE GROWERS COOPERATIVE OF FLORIDA,18.981010832
7816,SUGAR CREEK PACKING CO,459.035104
7817,SUIT-KOTE CORP,6.4751165184
7818,SULZER CORP,0.0
7819,SULZER PUMPS (US) INC,0.0
7820,SUMCO LLC,0.21318824000000003
7821,SUMCO PHOENIX CORP,870.8286012
7822,SUMCO SOUTHWEST CORP,5677.611064000001
7823,SUMIDEN WIRE PRODUCTS,0.0
7824,SUMIRIKO OHIO INC,25066.854696000002
7825,SUMIRIKO TENNESSEE - TAZEWELL,21996.490448
7826,SUMIRIKO TENNESSEE INC,12256.509431999999
7827,SUMITOMO BAKELITE N.A. HOLDING INC,7717.641084
7828,SUMITOMO BAKELITE NA HOLDING INC,13.154168
7829,SUMITOMO BAKELITE NA INC,7.3028312
7830,SUMITOMO CORP OF AMERICAS,34.472992
7831,SUMITOMO ELECTRIC INTERCONNECT PRODUCTS INC,37761.534
7832,SUMITOMO ELECTRIC USA,0.0
7833,SUMITOMO ELECTRIC WIRING SYSTEMS INC,4.3544832e-05
7834,SUMITOMO METAL USA CORP,72.57472
7835,SUMITOMO RUBBER USA LLC,0.2210807408
7836,SUMMA HOLDINGS INC,0.0
7837,SUMMERILL TUBE CORP,22654.198847999996
7838,SUMMIT CORP OF AMERICA,1433.3507200000001
7839,SUMMIT INTERCONNECT INC,0.0
7840,SUMMIT INTERCONNECT INC ORANGE,0.0
7841,SUMMIT MATERIALS LLC,97715.05800722381
7842,SUMMIT PRESSED BRICK & TILE CO,0.0
7843,SUMMITVILLE TILES INC MINERVA PLANT,5.443104
7844,SUMTER COATINGS INC,4082.3279999999995
7845,SUN CHEMICAL CORP,1946.1677738479998
7846,SUN MICROSTAMPING TECHNOLOGIES,0.0
7847,SUN PHARMACEUTICALS,1365.31192
7848,SUN POLYMERS INTERNATIONAL INC,226.796
7849,SUN POOLS INC,15054.71848
7850,SUN PROCESS CONVERTING CO,328.400608
7851,SUN STEEL TREATING INC,22.226008
7852,SUNBELT CHEMICALS CORP,0.0
7853,SUNBELT CORP,12.246984
7854,SUNBELT FOREST PRODUCTS,0.0
7855,SUNBURST CHEMICALS INC.,40.82328
7856,SUNCALL AMERICA INC,58977.846207999995
7857,SUNCOKE ENERGY INC,1405120.7476547277
7858,SUNCOR ENERGY (USA) INC,40612.76349535142
7859,SUNDANCE BOATS,15905.657072
7860,SUNFLOWER ELECTRIC POWER CORP,532.1996336238503
7861,SUNLITE PLASTICS,0.0
7862,SUNLITE PLASTICS INC,0.0
7863,SUNNYSIDE COGENERATION ASSOCIATES,24043.32035915731
7864,SUNNYSIDE CORP,682.202368
7865,SUNOCO LP,679.934408
7866,SUNOPTA INC,0.0
7867,SUNRIGHT AMERICA,0.0
7868,SUNRISE COMPOSITES INC,3087.147152
7869,SUNRISE FIBERGLASS LLC,7263.0655151072
7870,SUNRISE WINDOWS LTD,0.0
7871,SUNSATION PRODUCTS INC,3446.845608
7872,SUNSPRING AMERICA INC,0.0
7873,SUNSTAR ENGINEERING INC,9.07184
7874,SUNSTONE CIRCUITS,0.0
7875,SUPER RADIATOR COILS,0.0
7876,SUPER STEEL LLC,9.07184
7877,SUPER STEEL TREATING CO,19.958048
7878,SUPER STORE INDUSTRIES,4.9895119999999995
7879,SUPERALLOY MANUFACTURING SOLUTIONS CORP PLANT 1,1.360776
7880,SUPERALLOY MANUFACTURING SOLUTIONS CORP PLANT 2 & 3,15.422128
7881,SUPERCON INC,19.504456
7882,SUPERIOR BATTERY MANUFACTURING CO INC,27.859620640000003
7883,SUPERIOR BRASS & ALUMINUM CASTING CO,134.5353872
7884,SUPERIOR CARRIERS,113.398
7885,SUPERIOR COMPOSITES CO LLC,38444.18996
7886,SUPERIOR CONCRETE INC-HARRISONBURG,0.012745935199999999
7887,SUPERIOR COS INC,0.0
7888,SUPERIOR DAIRY,0.0
7889,SUPERIOR ESSEX INC,28337.135082080003
7890,SUPERIOR FIBERS LLC,462.66384
7891,SUPERIOR FISH PRODUCTS INC,0.0
7892,SUPERIOR FORGE & STEEL CORP,30.145724320000003
7893,SUPERIOR GRAPHITE CO,0.0
7894,SUPERIOR HOME PRODUCTS INC,8447.697408
7895,SUPERIOR INDUSTRIES INTERNATIONAL INC.,2.55372296
7896,SUPERIOR INDUSTRIES LLC,0.0
7897,SUPERIOR MATERIALS,0.0
7898,SUPERIOR METAL TECHNOLOGIES LLC,560.1407608
7899,SUPERIOR OIL CO INC,21928.668011383994
7900,SUPERIOR PLATING CO,5.0575508
7901,SUPERIOR PLUS ENERGY SERVICES INC,0.21977303506399998
7902,SUPERIOR PLUS US HOLDINGS INC,3597.20682008
7903,SUPERIOR PRINTING INK CO INC,0.0
7904,SUPERIOR PRODUCTS INC,0.0
7905,SUPERIOR QUARTZ PRODUCTS INC,0.0
7906,SUPERIOR REFINING CO LLC,50852.21272776
7907,SUPERIOR SIGNAL CO LLC,0.0
7908,SUPERIOR STONE PRODUCTS INC,260.361808
7909,SUPERIOR TIRE & RUBBER CORP,5982.87848
7910,SUPERIOR TRIM INC,1206.97202464
7911,SUPERIOR TUBE CO INC,62495.452168
7912,SUPERIOR WOOD TREATING,0.0
7913,SUPREME CASTING INC,13.7102264328
7914,SUPREME CORES HOLDINGS LLC,0.0
7915,SUPREME LAKE MANUFACTURING INC,6749.902552
7916,SUPREME MACHINED PRODUCTS,27.669112
7917,SURE CAST INC,0.0
7918,SURFACE FINISH TECHNOLOGIES INC,0.0
7919,SURFACE TREATMENT & INSPECTION (ST&I) INC,1289.108464
7920,SURPASS CHEMICAL CO INC,0.0
7921,SURTEC INC,0.0
7922,SURTRONICS INC,17.4179328
7923,SURVIVAL SYSTEMS INTERNATIONAL INC,0.0
7924,SUS CAST PRODUCTS INC,0.0
7925,SUSQUEHANNA CAPITAL ACQUISITION CO,3362.50471152
7926,SUWANNEE AMERICAN CEMENT CO LLC,39225.03573610571
7927,SUZIO YORK HILL COS,0.0453592
7928,SUZUKI GARPHYTTAN AB,3.7194543999999996
7929,SWAGELOK CO,177.808064
7930,SWAN SURFACES LLC,25837.053912
7931,SWANSON INDUSTRIES INC,13.607759999999999
7932,SWD INC,788.342896
7933,SWEET STREET DESSERTS,264.444136
7934,SWENSON SPREADER LLC,583.7729039999999
7935,SWEPCO TUBE LLC,1354.425712
7936,SWIFT LUMBER INC,0.0
7937,SWIM PLATFORMS INC,4504.622152
7938,SWIMEX INC,1674.661664
7939,SWIMUSA FIBERGLASS POOLS,1840.676336
7940,SWIMWAYS CORP,0.0
7941,SWISHER INTERNATIONAL INC,453.592
7942,SWISS PRECISION MACHINING INC,0.0
7943,SWITZERLAND HILLS INC,2418.552544
7944,SYAR CONCRETE LLC,0.18597271999999998
7945,SYAR DIXON LLC,0.1360776
7946,SYAR INDUSTRIES,0.1814368
7947,SYAR INDUSTRIES INC,0.01814368
7948,SYBRON DENTAL SPECIALTIES,1594.49381392
7949,SYCAMORE PARTNERS,130.95654632
7950,SYLVIN TECHNOLOGIES INC,1.3464515646399997
7951,SYMMCO GROUP INC,0.0
7952,SYMRISE AG,2123.0736433599996
7953,SYMRISE INC,8468.56264
7954,SYN-MAR PRODUCTS INC,508.476632
7955,SYNALLOY CORP,24592.4201436
7956,SYNDICATE SALES INC,1035.734694352
7957,SYNGENTA CORP,107549.6347812544
7958,SYNMAR,0.0
7959,SYNQOR INC,0.0
7960,SYNRAY CORP,648.1829680000001
7961,SYNTECH CHEMICALS INC,3.2635772035040005
7962,SYNTHETIC OILS & LUBRICANTS OF TEXAS,0.0
7963,SYNTHETIC TURF RESOURCES CORPORATION,2.26796
7964,SYNTHOMER USA LLC,1675.7593566399999
7965,SYPRIS SOLUTIONS INC,2.64444136
7966,SYSTECH ENVIRONMENTAL CORP,3416.21000432
7967,SYSTEMS LLC,0.0
7968,T & L FOUNDRY,0.0
7969,T R MILLER MILL CO INC,13810.425053425632
7970,T RAD CO LTD,38.55532
7971,T&S BRASS & BRONZE WORKS INC,101.2417344
7972,T-L IRRIGATION CO,0.0
7973,T. MARZETTI CO,8330.21708
7974,TA CHEN INTERNATIONAL INC,2325.921530966507
7975,TABLE TRUST BRANDS LLC FREEBIRD WEST,0.0
7976,TAC MANUFACTURING INC,18.14368
7977,TACO INC,4.53592
7978,TACONY CORP,0.0
7979,TAIHEIYO CEMENT USA INC,3326.2820863105117
7980,"TAIHO MANUFACTURING OF TENNESSEE,.LLC.",0.0
7981,TAIYO AMERICA INC,857.28888
7982,TAIYO NIPPON SANSO USA INC,86.62246424
7983,TAK INVESTMENT HOLDINGS LLC,0.226796
7984,TAKAKO INDUSTRIES INC,20.41164
7985,TAKASAGO INTERNATIONAL CORP USA,9.525432
7986,TALEN ENERGY,32885.420553971904
7987,TALEN ENERGY CORP,118843.3769967763
7988,TALLADEGA CASTINGS & MACHINE CO INC,0.0
7989,TALLADEGA PATTERN & ALUMINUM WORKS INC,138.81275976
7990,TALON PRODUCTS LLC,5893.067264
7991,TAMARACK MILLS (DBA EVERGREEN FORESTS),9.2759564
7992,TAMINCO US LLC,48219.551152
7993,TAMKO BUILDING PRODUCTS LLC,2265.6013216
7994,TAMPA BAY FISHERIES INC,1136.24796
7995,TAMPA STEEL ERECTING CO,435.89284015999993
7996,TANAKA SEIMITSU KOGYO CO LTD,4.6719976
7997,TANDEM PRODUCTS INC,2.26796
7998,TANG INDUSTRIES INC,11380.58699264
7999,TANNEHILL INTERNATIONAL INDUSTRIES INC,0.0
8000,TANNER INDUSTRIES INC,2376.368488
8001,TANNER INDUSTRIES INC.,1480.524288
8002,TANURY INDUSTRIES,0.0
8003,TARGA RESOURCES INC,15943.92209312
8004,TARGET LASER & MACHINING INC,4.53592
8005,TARHEEL MARBLE CO INC,2013.0412959999999
8006,TARKETT FINANCE INC,81.64656
8007,TARKETT INC,8.618248
8008,TARKETT SPORTS,0.0
8009,TARKETT USA DBA JOHNSONITE RUBBER FLOORING,215.002608
8010,TARR ACQUISITION LLC,3367.08599072
8011,TARRIER STEEL CO INC,2.721552
8012,TARULLO GROUP INC,0.0
8013,TASMAN LEATHER GROUP LLC,28.576296
8014,TATE & LYLE INGREDIENTS AMERICAS LLC,194493.80592824807
8015,TATE GLOBAL,431.25323832743595
8016,TAUBENSEE STEEL & WIRE CO,9.07184
8017,TAUNTON MUNICIPAL LIGHTING PLANT - CLEARY FLOOD STATION,0.3180099039008
8018,TAWAS PLATING CO,14.061352
8019,TAXI WORKHORSE HOLDINGS LLC,7568.77672552
8020,TAYCA CORP.,0.0
8021,TAYLOR & BOODY INC,0.226796
8022,TAYLOR & FENN CO,19.13704648
8023,TAYLOR INDUSTRIES INC,4859.784688
8024,TBDN TENNESSEE CO,0.0
8025,TC HEARTLAND,0.0
8026,TC INDUSTRIES INC,680.388
8027,TC TRANSCONTINENTAL PACKAGING INC,12586.03494816
8028,TCC MATERIALS,6.77212856
8029,TCI AMERICA,0.0
8030,TCI COATINGS INC,2996.8823439999996
8031,TD WILLIAMSON INC,6.141635679999999
8032,TDK USA CORP,693.088576
8033,TDK-LAMBDA AMERICAS INC,0.0
8034,TE CONNECTIVITY CORP,0.0453592
8035,TE CONNECTIVITY INC,2.948348
8036,TE CONNECTIVITY LTD,0.0
8037,TE CONNECTIVITY LTD.,0.514373328
8038,TEAM INDUSTRIES,76.9065236
8039,TEAM WENDY LLC,0.0
8040,TECH ETCH INC,0.0
8041,TECH MET INC,2044.57954776
8042,TECH NICKEL INC,9.525431999999999
8043,TECH TUBE,2630.8336
8044,TECH-ETCH INC,387.50364559999997
8045,TECHLINE PRODUCTS,2147.75812
8046,TECHMER PM LLC,0.0
8047,TECHMETALS INC,3194.194864
8048,TECHNI-CAST CORP,9.48914464
8049,TECHNIC INC,2138.68628
8050,TECHNICAL CHEMICAL CO,971.5940639999999
8051,TECHNICAL PLATING INC,0.0
8052,TECHNICAL RUBBER,4.53592
8053,TECHNICAL SERVICES INC,0.0
8054,TECHNICK PRODUCTS,113.398
8055,TECHNICORP INTERNATIONAL II,1017.4068560000001
8056,TECHNIMARK LLC,0.0
8057,TECHNIPFMC,29.710276
8058,TECHNIPFMC UMBILICALS INC,117.93392
8059,TECHNIPLAS,2802.2233372
8060,TECHTRON SYSTEMS INC,0.0
8061,TECHTRONIC INDUSTRIES CO LTD,0.0
8062,TECK AMERICAN INC,92278.49902326733
8063,TECNOCAP LLC,3025.9122319999997
8064,TECO ENERGY INC,100151.072436
8065,TECO-WESTINGHOUSE MOTOR CO,0.0
8066,TECOMET,16.60600312
8067,TECOMET INC,95.34503839999999
8068,TECT AEROSPACE KANSAS HOLDINGS LLC,0.0
8069,TECTUM HOLDINGS INC,0.0
8070,TEDIA CO INC (1409030683),2762.5113576
8071,TEEKAY ACQUISITIONS S LLC,18.14368
8072,TEEL PLASTICS LLC,0.0
8073,TEIJN CARBON AMERICA INC.,1700.97
8074,TEIKURO CORP,15.804506056
8075,TEKFOR USA,16.55157208
8076,TEKNI-PLEX INC,6594.774088
8077,TEKNOR APEX CO,3063.94427919696
8078,TEKTONE,0.0
8079,TEKTRONIX INC,0.0
8080,TELEDYNE E2V INC,0.0307988968
8081,TELEDYNE TECHNOLOGIES INC,5.9641090244768
8082,TELEFLEX INC,180.983208
8083,TELESCOPE CASUAL FURNITURE INC,0.0001382094824
8084,TELEX METALS LLC,2.26796
8085,TEMPUR SEALY INTERNATIONAL INC,9.07184
8086,TENARIS,3659.9612732799997
8087,TENCOM LTD,2944.265672
8088,TENJO VISTA POWER PLANT,166.37754560000002
8089,TENNANT CO,0.0
8090,TENNECO INC,43734.91933921447
8091,TENNECO POWERTRAIN,5565.57384
8092,TENNESSEE ALUMINUM PROCESSORS INC,8491.383277447085
8093,TENNESSEE FARMERS COOPERATIVE,0.0
8094,TENNESSEE TECHNICAL COATINGS CORP,0.0
8095,TENNETEK INC,363.78078400000004
8096,TEPRO INC,15437.096536000001
8097,TEREX CORP,511.61548863999997
8098,TERNIUM,57022.58346095999
8099,TERRAZZO & MARBLE SUPPLY CO,0.0
8100,TERUMO AMERICAS HOLDING INC,19614.678856
8101,TERUMO BCT INC,147.4174
8102,TES FILER CITY STATION LP,1951.806376
8103,TESA TAPE INC,1676.9296239999999
8104,TESLA INC,69706.5900627144
8105,TESORO CORP,532827.9453924298
8106,TESSENDERLO GROUP INC,1351.250568
8107,TESSENDERLO KERLEY INC,262399.5473804
8108,TETRA TECHNOLOGIES INC,5453.0830240000005
8109,TETRACO LLC,741.62292
8110,TEVA PHARMACEUTICALS USA,6032.93689312
8111,TEXALOY FOUNDRY CO INC,11.51216496
8112,TEXAS BARGE & BOAT INC,1360.776
8113,TEXAS DIE CASTING LLC,0.0
8114,TEXAS ELECTRIC COOPERATIVES INC,1493.0434272
8115,TEXAS FINISHING CO,8639.566824
8116,TEXAS INSTRUMENTS INC,17889.7591984
8117,TEXAS LEHIGH CEMENT CO LP,12456.284956559999
8118,TEXAS MOLECULAR LP,1025.11792
8119,TEXAS OIL & CHEMICAL CO II,3265.0237991104
8120,TEXAS PIPE & SUPPLY,75.64553784
8121,TEXAS REFINERY CORP,0.0
8122,TEXAS TIMBERJACK INC,0.0
8123,TEXMO PRECISION CASTINGS,0.0
8124,TEXTECH INDUSTRIES,26967.536717680003
8125,TEXTILE RUBBER & CHEMICAL CO,4865.731914148801
